id,title,due_at,html_url,all_dates,allowed_attempts,anonymous_submissions,assignment_group_id,assignment_id,can_update,cant_go_back,description,has_access_code,hide_correct_answers_at,hide_results,important_dates,in_paced_course,ip_filter,lock_at,lock_explanation,lock_info,lockdown_browser_monitor_data,locked_for_user,migration_id,mobile_url,one_question_at_a_time,one_time_results,permissions,points_possible,post_to_sis,published,question_count,quiz_reports_url,quiz_statistics_url,quiz_submission_versions_html_url,quiz_type,require_lockdown_browser,require_lockdown_browser_for_results,require_lockdown_browser_monitor,scoring_policy,show_correct_answers,show_correct_answers_at,show_correct_answers_last_attempt,shuffle_answers,time_limit,timer_autosubmit_disabled,unlock_at,version_number,visible_to_everyone
10500000005400692,EECS Academic Integrity Quiz,2025-08-30T03:59:59Z,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5400692,"[{""due_at"": ""2025-08-30T03:59:59Z"", ""unlock_at"": ""2025-08-25T04:00:00Z"", ""lock_at"": ""2025-09-14T03:59:59Z"", ""title"": ""Everyone"", ""base"": true}]",-1,,10500000004265130,10500000017479461,False,False,,False,,,False,False,,2025-09-14T03:59:59Z,This quiz was locked Sep 13 at 11:59pm.,"{""lock_at"": ""2025-09-14T03:59:59Z"", ""can_view"": true, ""asset_string"": ""quizzes:quiz_10500000005400692""}",,True,gc52a901a591b3b396a5dbd3ecd3b6f06,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5400692?force_user=1&persist_headless=1,False,False,"{""read"": true, ""create"": false, ""manage"": false, ""update"": false, ""submit"": true, ""preview"": false, ""delete"": false, ""read_statistics"": false, ""grade"": false, ""review_grades"": false, ""view_answer_audits"": false, ""manage_assign_to"": false}",20.0,False,True,20,https://canvas.instructure.com/api/v1/courses/1050~2426582/quizzes/1050~5400692/reports,https://canvas.instructure.com/api/v1/courses/1050~2426582/quizzes/1050~5400692/statistics,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5400692/submission_versions,assignment,False,False,False,keep_highest,False,,False,True,,False,2025-08-25T04:00:00Z,9,True
10500000005385181,Week #1 Microlearning Quiz,2025-09-29T03:59:59Z,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385181,"[{""due_at"": ""2025-09-29T03:59:59Z"", ""unlock_at"": ""2025-08-30T04:00:00Z"", ""lock_at"": ""2025-09-29T03:59:59Z"", ""title"": ""Everyone"", ""base"": true}]",1,,10500000004256022,10500000017421331,False,False,,False,,,False,False,,2025-09-29T03:59:59Z,This quiz was locked Sep 28 at 11:59pm.,"{""lock_at"": ""2025-09-29T03:59:59Z"", ""can_view"": true, ""asset_string"": ""quizzes:quiz_10500000005385181""}",,True,g09255113eee5c6ea148f4d720e1b5dee,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385181?force_user=1&persist_headless=1,False,False,"{""read"": true, ""create"": false, ""manage"": false, ""update"": false, ""submit"": true, ""preview"": false, ""delete"": false, ""read_statistics"": false, ""grade"": false, ""review_grades"": false, ""view_answer_audits"": false, ""manage_assign_to"": false}",10.0,False,True,10,https://canvas.instructure.com/api/v1/courses/1050~2426582/quizzes/1050~5385181/reports,https://canvas.instructure.com/api/v1/courses/1050~2426582/quizzes/1050~5385181/statistics,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385181/submission_versions,assignment,False,False,False,keep_highest,True,,False,False,10,False,2025-08-30T04:00:00Z,7,True
10500000005385179,Week #2 Microlearning Quiz,2025-09-29T03:59:59Z,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385179,"[{""due_at"": ""2025-09-29T03:59:59Z"", ""unlock_at"": ""2025-09-06T04:00:00Z"", ""lock_at"": ""2025-09-29T03:59:59Z"", ""title"": ""Everyone"", ""base"": true}]",1,,10500000004256022,10500000017421329,False,False,,False,,,False,False,,2025-09-29T03:59:59Z,This quiz was locked Sep 28 at 11:59pm.,"{""lock_at"": ""2025-09-29T03:59:59Z"", ""can_view"": true, ""asset_string"": ""quizzes:quiz_10500000005385179""}",,True,g2297de6b60c132174ed3da9ecff781d5,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385179?force_user=1&persist_headless=1,False,False,"{""read"": true, ""create"": false, ""manage"": false, ""update"": false, ""submit"": true, ""preview"": false, ""delete"": false, ""read_statistics"": false, ""grade"": false, ""review_grades"": false, ""view_answer_audits"": false, ""manage_assign_to"": false}",10.0,False,True,10,https://canvas.instructure.com/api/v1/courses/1050~2426582/quizzes/1050~5385179/reports,https://canvas.instructure.com/api/v1/courses/1050~2426582/quizzes/1050~5385179/statistics,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385179/submission_versions,assignment,False,False,False,keep_highest,True,,False,False,10,False,2025-09-06T04:00:00Z,6,True
10500000005385174,Week #3 Microlearning Quiz,2025-09-29T03:59:59Z,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385174,"[{""due_at"": ""2025-09-29T03:59:59Z"", ""unlock_at"": ""2025-09-13T04:00:00Z"", ""lock_at"": ""2025-09-29T03:59:59Z"", ""title"": ""Everyone"", ""base"": true}]",1,,10500000004256022,10500000017421324,False,False,,False,,,False,False,,2025-09-29T03:59:59Z,This quiz was locked Sep 28 at 11:59pm.,"{""lock_at"": ""2025-09-29T03:59:59Z"", ""can_view"": true, ""asset_string"": ""quizzes:quiz_10500000005385174""}",,True,ge1a83fb09253495736014dd0eb6ebaf7,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385174?force_user=1&persist_headless=1,False,False,"{""read"": true, ""create"": false, ""manage"": false, ""update"": false, ""submit"": true, ""preview"": false, ""delete"": false, ""read_statistics"": false, ""grade"": false, ""review_grades"": false, ""view_answer_audits"": false, ""manage_assign_to"": false}",10.0,False,True,10,https://canvas.instructure.com/api/v1/courses/1050~2426582/quizzes/1050~5385174/reports,https://canvas.instructure.com/api/v1/courses/1050~2426582/quizzes/1050~5385174/statistics,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385174/submission_versions,assignment,False,False,False,keep_highest,True,,False,False,15,False,2025-09-13T04:00:00Z,7,True
10500000005385176,Week #4 Microlearning Quiz,2025-09-29T03:59:59Z,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385176,"[{""due_at"": ""2025-09-29T03:59:59Z"", ""unlock_at"": ""2025-09-20T04:00:00Z"", ""lock_at"": ""2025-09-29T03:59:59Z"", ""title"": ""Everyone"", ""base"": true}]",1,,10500000004256022,10500000017421326,False,False,,False,,,False,False,,2025-09-29T03:59:59Z,This quiz was locked Sep 28 at 11:59pm.,"{""lock_at"": ""2025-09-29T03:59:59Z"", ""can_view"": true, ""asset_string"": ""quizzes:quiz_10500000005385176""}",,True,gd01f417d2051f6904a7256eda4b27808,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385176?force_user=1&persist_headless=1,False,False,"{""read"": true, ""create"": false, ""manage"": false, ""update"": false, ""submit"": true, ""preview"": false, ""delete"": false, ""read_statistics"": false, ""grade"": false, ""review_grades"": false, ""view_answer_audits"": false, ""manage_assign_to"": false}",10.0,False,True,10,https://canvas.instructure.com/api/v1/courses/1050~2426582/quizzes/1050~5385176/reports,https://canvas.instructure.com/api/v1/courses/1050~2426582/quizzes/1050~5385176/statistics,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385176/submission_versions,assignment,False,False,False,keep_highest,True,,False,False,15,False,2025-09-20T04:00:00Z,6,True
10500000005438750,Pre-test Quiz (Project#1),2025-11-01T03:59:59Z,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5438750,"[{""due_at"": ""2025-11-01T03:59:59Z"", ""unlock_at"": ""2025-10-01T04:00:00Z"", ""lock_at"": ""2025-11-01T03:59:59Z"", ""title"": ""Everyone"", ""base"": true}]",1,False,10500000004256015,,False,False,"<p data-start=""75"" data-end=""377"">This test must be completed <strong data-start=""103"" data-end=""148"">before you begin implementing the project</strong>, and it is <strong data-start=""160"" data-end=""173"">mandatory</strong>. You cannot skip it, nor can you complete it after starting your implementation. The purpose of this test is to help us assess your level of understanding of the project before you begin working on it.</p>
<p data-start=""379"" data-end=""771"">Mistakes on this test will <strong data-start=""406"" data-end=""439"">not affect your project grade</strong>. However, not completing it sincerely may impact your overall grade. Therefore, we strongly recommend that you do not use external resources or Generative AI tools when answering the questions. Please provide your honest responses, as wrong answers will not be penalizedâ€”they will simply show us your true level of understanding.</p>
<p data-start=""773"" data-end=""980"">There will also be a <a title=""Post-test Quiz"" href=""https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5438753"" data-course-type=""quizzes"" data-published=""false"" data-api-endpoint=""https://canvas.instructure.com/api/v1/courses/1050~2426582/quizzes/1050~5438753"" data-api-returntype=""Quiz""><strong data-start=""794"" data-end=""807"">post-test</strong></a>, which must be completed after you finish the project. The purpose of the post-test is the same: to measure your knowledge and understanding after completing the project.</p>",False,,always,False,False,,2025-11-01T03:59:59Z,,,,False,,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5438750?force_user=1&persist_headless=1,False,False,"{""read"": true, ""create"": false, ""manage"": false, ""update"": false, ""submit"": true, ""preview"": false, ""delete"": false, ""read_statistics"": false, ""grade"": false, ""review_grades"": false, ""view_answer_audits"": false, ""manage_assign_to"": false}",,,True,10,https://canvas.instructure.com/api/v1/courses/1050~2426582/quizzes/1050~5438750/reports,https://canvas.instructure.com/api/v1/courses/1050~2426582/quizzes/1050~5438750/statistics,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5438750/submission_versions,survey,False,False,False,keep_highest,False,,False,False,,False,2025-10-01T04:00:00Z,3,True
10500000005385180,Week #6 Microlearning Quiz,2025-11-03T04:59:59Z,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385180,"[{""due_at"": ""2025-11-03T04:59:59Z"", ""unlock_at"": ""2025-10-04T04:00:00Z"", ""lock_at"": ""2025-11-03T04:59:59Z"", ""title"": ""Everyone"", ""base"": true}]",1,,10500000004256022,10500000017421330,False,False,"<p>This quiz consists of 10 questions based on the topics covered so far in the class in the week, with a 15-minute time limit for completion. Participation in this quiz offers you the chance to earn extra credit. For detailed information about the weekly extra credit opportunities, please refer to the syllabus on Canvas (<a href=""https://canvas.instructure.com/courses/1050~2426582/assignments/syllabus"">Syllabus for CMPSC461-FA24(Sections-001-002) - Programming Language Concepts (instructure.com)</a>.</p>
<p>Each week, you will have one quiz like this, focusing on the material covered during that week. As a reminder, this quiz is purely for extra credit and does not affect the general grading scheme.</p>
<p>To help you prepare, we are providing additional study materials each week. You can find these resources in the ""Files"" section of the Canvas course under the ""Microlearning"" folder. (<a class=""inline_disabled"" href=""https://canvas.instructure.com/courses/1050~2426582/files/folder/Microlearning/Week%20%236"" target=""_blank"">Files (instructure.com)</a>)</p>
<p>This week's resources include:</p>
<ol>
<li>
<p><strong>Flashcards</strong>: These flashcards highlight key concepts from the week's content, making them perfect for quick, focused study sessions.</p>
</li>
<li>
<p><strong>Short Summaries</strong>: These summaries offer a concise overview of each section's main points, ideal for quick review.</p>
</li>
<li>
<p><strong>Scenario-Based Activities</strong>: Engage with hands-on exercises designed to reinforce key concepts in lexical analysis while encouraging critical thinking.</p>
</li>
</ol>
<p>New files will be added to the corresponding weekly folder in the ""Microlearning"" section on Canvas. Make sure to take advantage of these resources to enhance your learning and perform well on the quizzes!</p>",False,,,False,False,,2025-11-03T04:59:59Z,,,,False,g94b91f8263e49b75e4d9d48d68f1bdac,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385180?force_user=1&persist_headless=1,False,False,"{""read"": true, ""create"": false, ""manage"": false, ""update"": false, ""submit"": true, ""preview"": false, ""delete"": false, ""read_statistics"": false, ""grade"": false, ""review_grades"": false, ""view_answer_audits"": false, ""manage_assign_to"": false}",10.0,False,True,10,https://canvas.instructure.com/api/v1/courses/1050~2426582/quizzes/1050~5385180/reports,https://canvas.instructure.com/api/v1/courses/1050~2426582/quizzes/1050~5385180/statistics,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385180/submission_versions,assignment,False,False,False,keep_highest,True,,False,False,15,False,2025-10-04T04:00:00Z,5,True
10500000005385172,Week #7 Microlearning Quiz,2025-11-03T04:59:59Z,https://canvas.instructure.com/courses/1050~2426582/quizzes/1050~5385172,"[{""due_at"": ""2025-11-03T04:59:59Z"", ""unlock_at"": ""2025-10-11T04:00:00Z"", ""lock_at"": ""2025-11-03T04:59:59Z"", ""title"": ""Everyone"", ""base"": true}]",1,,10500000004256022,10500000017421323,False,False,"<p>This quiz consists of 10 questions based on the topics covered so far in the class in the week, with a 15-minute time limit for completion. Participation in this quiz offers you the chance to earn extra credit. For detailed information about the weekly extra credit opportunities, please refer to the syllabus on Canvas (<a href=""https://canvas.instructure.com/courses/1050~2426582/assignments/syllabus"">Syllabus for CMPSC461-FA24(Sections-001-002) - Programming Language Concepts (instructure.com)</a>.</p>
<p>Each week, you will have one quiz like this, focusing on the material covered during that week. As a reminder, this quiz is purely for extra credit and does not affect the general grading scheme.</p>
<p>To help you prepare, we are providing additional study materials each week. You can find these resources in the ""Files"" section of the Canvas course under the ""Microlearning"" folder. (<a class=""inline_disabled"" href=""https://canvas.instructure.com/courses/1050~2426582/files/folder/Microlearning/Week%20%237"" target=""_blank"">Files (instructure.com)</a>)</p>
<p>This week's resources include:</p>
<ol>
<li>
<p><strong>Flashcards</strong>: These flashcards highlight key concepts from the week's content, making them perfect for quick, focused study sessions.</p>
</li>
<li>
<p><strong>Short Summaries</strong>: These summaries offer a concise overview of each section's main points, ideal for quick review.</p>
</li>
<li>
<p><strong>Scenario-Based Activities</strong>: Engage with hands-on exercises designed to reinforce key concepts in lexical analysis while encouraging critical thinking.</p>
</li>
</ol>
